@relation 'training_tututorial1-weka.filters.unsupervised.attribute.Remove-R51-53-weka.filters.unsupervised.attribute.Remove-R3,8-9,13-15,19-21,25-27,31-weka.filters.unsupervised.attribute.Remove-R37'

@attribute posX numeric
@attribute posY numeric
@attribute North {True,False}
@attribute South {True,False}
@attribute East {True,False}
@attribute West {True,False}
@attribute dghost1pacmanX numeric
@attribute dghost1pacmanY numeric
@attribute dGhost1 numeric
@attribute dghost2pacmanX numeric
@attribute dghost2pacmanY numeric
@attribute dGhost2 numeric
@attribute dghost3pacmanX numeric
@attribute dghost3pacmanY numeric
@attribute dGhost3 numeric
@attribute dghost4pacmanX numeric
@attribute dghost4pacmanY numeric
@attribute dGhost4 numeric
@attribute dg1g2X numeric
@attribute dg1g2Y numeric
@attribute dg1g2M numeric
@attribute dg1g3X numeric
@attribute dg1g3Y numeric
@attribute dg1g3M numeric
@attribute dg1g4X numeric
@attribute dg1g4Y numeric
@attribute dg1g4M numeric
@attribute dg2g3X numeric
@attribute dg2g3Y numeric
@attribute dg2g3M numeric
@attribute dg2g4X numeric
@attribute dg2g4Y numeric
@attribute dg2g4M numeric
@attribute dg3g4X numeric
@attribute dg3g4Y numeric
@attribute dg3g4M numeric
@attribute DirPACMAN {North,South,East,West}

@data
13,11,False,False,True,True,1,2,3,4,2,6,2,2,4,1,6,8,3,0,3,1,0,1,2,4,6,2,0,2,5,4,9,3,4,7,East
14,11,False,False,True,True,0,3,3,2,2,4,2,2,4,2,7,8,2,1,3,2,1,3,2,4,6,0,0,0,4,5,9,4,5,9,East
15,11,False,False,True,True,1,4,5,2,2,4,1,2,3,3,6,9,3,2,5,2,2,4,2,2,4,1,0,1,5,4,9,4,4,8,East
16,11,False,False,True,True,1,4,5,0,2,2,0,2,2,4,6,11,1,2,3,1,2,3,3,2,5,0,0,0,4,4,8,4,4,8,East
15,11,False,False,True,True,0,4,4,1,2,3,1,2,3,3,7,10,1,2,3,1,2,3,3,3,6,0,0,0,4,5,9,4,5,9,West
16,11,False,False,True,True,1,4,5,1,2,3,1,2,3,4,7,12,2,2,4,0,2,2,3,3,6,2,0,2,5,5,10,3,5,8,East
17,11,False,False,True,True,2,5,7,0,2,2,2,2,4,6,7,13,2,3,5,0,3,3,4,2,6,2,0,2,6,5,11,4,5,9,East
16,11,False,False,True,True,1,5,6,1,2,3,1,2,3,5,7,11,2,3,5,0,3,3,4,2,6,2,0,2,6,5,11,4,5,9,West
17,11,False,False,True,True,2,6,8,0,2,2,2,2,4,5,7,13,2,4,6,0,4,4,3,1,4,2,0,2,5,5,10,3,5,8,East
18,11,False,False,True,True,3,7,10,1,2,3,2,2,4,7,7,14,2,5,7,1,5,6,4,0,4,1,0,1,6,5,11,5,5,10,East
19,11,True,True,False,True,3,7,10,2,2,4,2,2,4,8,7,14,1,5,6,1,5,6,5,0,5,0,0,0,6,5,11,6,5,11,East
18,11,False,False,True,True,3,7,10,2,2,4,2,2,4,6,7,14,1,5,6,1,5,6,3,0,3,0,0,0,4,5,9,4,5,9,West
17,11,False,False,True,True,2,7,9,1,2,3,2,2,4,6,7,14,1,5,6,0,5,5,4,0,4,1,0,1,5,5,10,4,5,9,West
16,11,False,False,True,True,1,6,7,1,2,3,1,2,3,6,7,14,2,4,6,0,4,4,5,1,6,2,0,2,7,5,12,5,5,10,West
17,11,False,False,True,True,2,7,9,0,2,2,3,2,5,8,7,14,2,5,7,1,5,6,6,0,6,3,0,3,8,5,13,5,5,10,East
16,11,False,False,True,True,1,6,7,1,2,3,3,2,5,6,7,12,2,4,6,2,4,6,5,1,6,4,0,4,7,5,12,3,5,8,West
15,11,False,False,True,True,0,6,6,1,2,3,2,3,5,4,7,12,1,4,5,2,3,5,4,1,5,3,1,4,5,5,10,2,4,6,West
16,11,False,False,True,True,1,5,6,1,2,3,2,3,5,6,7,14,2,3,5,1,2,3,5,2,7,3,1,4,7,5,12,4,4,8,East
17,11,False,False,True,True,2,6,8,0,2,2,4,3,7,8,7,16,2,4,6,2,3,5,6,1,7,4,1,5,8,5,13,4,4,8,East
18,11,False,False,True,True,3,5,8,1,2,3,4,3,7,9,8,17,2,3,5,1,2,3,6,3,9,3,1,4,8,6,14,5,5,10,East
17,11,False,False,True,True,2,5,7,0,2,2,4,3,7,8,8,17,2,3,5,2,2,4,6,3,9,4,1,5,8,6,14,4,5,9,West
18,11,False,False,True,True,3,4,7,1,2,3,5,3,8,9,9,17,2,2,4,2,1,3,6,5,11,4,1,5,8,7,15,4,6,10,East
17,11,False,False,True,True,1,4,5,0,2,2,4,4,8,8,8,17,1,2,3,3,0,3,7,4,11,4,2,6,8,6,14,4,4,8,West
16,11,False,False,True,True,1,4,5,0,2,2,3,4,7,7,9,15,1,2,3,4,0,4,8,5,13,3,2,5,7,7,14,4,5,9,West
17,11,False,False,True,True,0,4,4,2,2,4,4,3,7,8,8,15,2,2,4,4,1,5,8,4,12,2,1,3,6,6,12,4,5,9,East
16,11,False,False,True,True,2,4,6,1,2,3,3,2,5,7,7,14,3,2,5,5,2,7,9,3,12,2,0,2,6,5,11,4,5,9,West
15,11,False,False,True,True,3,4,7,1,2,3,1,2,3,6,7,12,4,2,6,4,2,6,9,3,12,0,0,0,5,5,10,5,5,10,West
16,11,False,False,True,True,1,4,5,2,3,5,2,2,4,6,7,13,3,1,4,3,2,5,7,3,10,0,1,1,4,4,8,4,5,9,East
15,11,False,False,True,True,1,4,5,1,3,4,0,2,2,5,7,11,2,1,3,1,2,3,6,3,9,1,1,2,4,4,8,5,5,10,West
16,11,False,False,True,True,1,4,5,2,4,6,0,2,2,5,7,12,1,0,1,1,2,3,4,3,7,2,2,4,3,3,6,5,5,10,East
17,11,False,False,True,True,2,4,6,3,4,7,0,2,2,6,7,14,1,0,1,2,2,4,4,3,7,3,2,5,3,3,6,6,5,11,East
16,11,False,False,True,True,0,4,4,3,4,7,0,2,2,6,7,13,3,0,3,0,2,2,6,3,9,3,2,5,3,3,6,6,5,11,West
15,11,False,False,True,True,2,4,6,1,4,5,0,2,2,5,7,13,3,0,3,2,2,4,7,3,10,1,2,3,4,3,7,5,5,10,West
14,11,False,False,True,True,3,4,7,1,4,5,0,2,2,5,7,11,4,0,4,3,2,5,8,3,11,1,2,3,4,3,7,5,5,10,West
13,11,False,False,True,True,5,4,9,0,4,4,2,2,4,3,7,11,5,0,5,3,2,5,8,3,11,2,2,4,3,3,6,5,5,10,West
12,11,False,False,True,True,5,4,9,1,4,5,3,2,5,3,7,10,4,0,4,2,2,4,8,3,11,2,2,4,4,3,7,6,5,11,West
13,11,False,False,True,True,4,4,8,0,4,4,2,2,4,4,7,11,4,0,4,2,2,4,8,3,11,2,2,4,4,3,7,6,5,11,East
12,11,False,False,True,True,5,4,9,2,4,6,2,2,4,3,7,11,3,0,3,3,2,5,8,3,11,0,2,2,5,3,8,5,5,10,West
13,11,False,False,True,True,4,4,8,0,4,4,2,2,4,4,8,12,4,0,4,2,2,4,8,4,12,2,2,4,4,4,8,6,6,12,East
14,11,False,False,True,True,3,4,7,1,3,4,2,2,4,5,8,13,4,1,5,1,2,3,8,4,12,3,1,4,4,5,9,7,6,13,East
